商品名称,商品ID,评论内容,评论时间,评论人昵称,顾客会员等级,购物使用的平台
Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,一次很不愉快的网购，差评，差评差评，手机刚用一个月打电话就不显示接电话界面，打电话也有的时候打不出去，唉，退也退不了，换也换不了，唉,2018-02-04 22:34:56,jd_132612ecn,PLUS会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,宝贝质量不错，同事们都在用这个牌子，物流神速，当天基本到货，总体满意，必须好评。,2018-02-04 21:35:54,j***i,钻石会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,苹果还是那么好用，给媳妇买的。,2018-02-04 21:08:01,t***x,PLUS会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,很好很好非常好,2018-02-04 21:06:38,y***2,PLUS会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,很好非常好，我很喜欢,2018-02-04 20:57:05,j***j,PLUS会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,好看，打开看了，没有什么问题，特别好，媳妇也很喜欢,2018-02-04 20:45:13,1***5,钻石会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,是正品，没有开封，快递速度超快。,2018-02-04 20:31:06,h***0,钻石会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,用了一段时间了，京东商城买电器就是这么放心，手机是正品没激活，快递又快，还带发票，非常满意,2018-02-04 20:24:58,j***科,钻石会员,来自京东iPhone客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,给老婆最后的礼物，很喜欢。,2018-02-04 19:56:51,万***夫,金牌会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,很漂亮的，用着也很好，很不错的,2018-02-04 19:35:32,小***深,钻石会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,挺好的，给媳妇买的。,2018-02-04 19:33:19,空***了,PLUS会员,来自京东Android客户端

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,吉祥如意的大红色，喜庆。,2018-02-04 19:31:00,5***宁,钻石会员,

Apple iPhone 7 Plus 128G 红色特别版 移动联通电信4G手机,3995645,非常不错的手机，价格高有高的好处，手机不用重启都不卡顿,2018-02-04 18:41:06,牵***啊,PLUS会员,来自京东iPhone客户端

